Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Togo,TGO,2018,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,168.279070910501
Togo,TGO,2017,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,169.05754334876
Togo,TGO,2016,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,179.515318555525
Togo,TGO,2015,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,172.910842558747
Togo,TGO,2014,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,187.964103380565
Togo,TGO,2013,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,190.443738393395
Togo,TGO,2012,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,207.486338907693
Togo,TGO,2011,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,221.281596253282
Togo,TGO,2010,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,232.776129459577
Togo,TGO,2009,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,246.433874319429
Togo,TGO,2008,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,213.627806685849
Togo,TGO,2007,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,213.416606623057
Togo,TGO,2006,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,202.998860489345
Togo,TGO,2005,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,208.752631795989
Togo,TGO,2004,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,195.259507803099
Togo,TGO,2003,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,191.331196329819
Togo,TGO,2002,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,193.358628154859
Togo,TGO,2001,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,193.809965504608
Togo,TGO,2000,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,195.869029233822
Togo,TGO,1999,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,194.747791219051
Togo,TGO,1998,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,174.565167559956
Togo,TGO,1997,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,159.556365448045
Togo,TGO,1996,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,185.165419493733
Togo,TGO,1995,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,179.734989351859
Togo,TGO,1994,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,184.163479868548
Togo,TGO,1993,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,187.247382878294
Togo,TGO,1992,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,158.230672782339
Togo,TGO,1991,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,150.095224024588
Togo,TGO,1990,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,145.520553297149
Togo,TGO,2022,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,191.864716012717
Togo,TGO,2021,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,161.515970426583
Togo,TGO,2020,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,162.058290233133
Togo,TGO,2019,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,167.078889121534
Togo,TGO,2018,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,125.442286982408
Togo,TGO,2017,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,170.40786184676
Togo,TGO,2016,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,126.617893538912
Togo,TGO,2015,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,91.6066992944849
Togo,TGO,2014,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,173.035617501623
Togo,TGO,2013,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,86.8856000775245
Togo,TGO,2012,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,147.308673354424
Togo,TGO,2011,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,128.678283183021
Togo,TGO,2010,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,118.379405251174
Togo,TGO,2009,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,118.439558812643
Togo,TGO,2008,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,100.175668554826
Togo,TGO,2007,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,97.9260364323638
Togo,TGO,2006,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,104.148157908572
Togo,TGO,2005,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,105.053680891061
Togo,TGO,2004,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,103.045585119866
Togo,TGO,2003,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,98.8803110569261
Togo,TGO,2002,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,92.5502754894727
Togo,TGO,2001,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,94.7439469039763
Togo,TGO,2000,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,91.2444793685337
Togo,TGO,1999,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,108.194179153162
Togo,TGO,1998,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,101.421276208811
Togo,TGO,1997,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,100.316823385248
Togo,TGO,1996,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,98.954533340906
Togo,TGO,1995,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,96.5804183881862
Togo,TGO,1994,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,76.2501953615254
Togo,TGO,1993,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,67.0239215981735
Togo,TGO,1992,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,87.8681278915877
Togo,TGO,1991,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,79.6975381236089
Togo,TGO,1990,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,85.7765692923383
Togo,TGO,1989,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,81.6292687021796
Togo,TGO,1988,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,76.9283415151488
Togo,TGO,1987,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,76.8282666777489
Togo,TGO,1986,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,72.718007458951
Togo,TGO,1985,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,73.2325881530015
Togo,TGO,1984,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,72.0107223965648
Togo,TGO,1983,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,62.9867706062151
Togo,TGO,1982,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,69.3409591267148
Togo,TGO,1981,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,62.7272826839843
Togo,TGO,1980,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,58.5437198337221
Togo,TGO,1979,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,71.13041726793
Togo,TGO,1978,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,111.626979482311
Togo,TGO,1977,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,98.8195687913738
Togo,TGO,1976,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,65.2059522419474
Togo,TGO,1975,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,69.5247690728969
Togo,TGO,1974,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,67.2834984234162
Togo,TGO,1973,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,52.2715884723179
Togo,TGO,1972,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,57.8617807843542
Togo,TGO,1971,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,60.3975192150393
Togo,TGO,2022,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,425.402321106605
Togo,TGO,2021,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,422.533121281505
Togo,TGO,2020,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,424.622212633086
Togo,TGO,2019,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,414.030094273623
Togo,TGO,2018,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,411.046357385599
Togo,TGO,2017,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,403.914387052726
Togo,TGO,2016,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,422.806732967677
Togo,TGO,2015,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,400.729144636073
Togo,TGO,2014,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,423.574336787573
Togo,TGO,2013,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,416.704251255243
Togo,TGO,2012,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,440.167543009316
Togo,TGO,2011,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,453.365161767995
Togo,TGO,2010,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,462.98057269746
Togo,TGO,2009,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,475.809640060012
Togo,TGO,2008,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,402.378522599678
Togo,TGO,2007,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,397.655539665075
Togo,TGO,2006,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,394.055905016925
Togo,TGO,2005,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,405.977841108573
Togo,TGO,2004,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,408.681044425446
Togo,TGO,2003,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,414.930640834631
Togo,TGO,2002,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,403.003921585395
Togo,TGO,2001,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,399.0750456746
Togo,TGO,2000,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,410.709755967091
Togo,TGO,1999,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,423.087966825069
Togo,TGO,1998,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,380.66653946544
Togo,TGO,1997,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,366.369586981837
Togo,TGO,1996,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,383.678171595311
Togo,TGO,1995,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,355.14721431719
Togo,TGO,1994,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,352.437030991428
Togo,TGO,1993,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,312.793696092907
Togo,TGO,1992,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,309.393783541324
Togo,TGO,1991,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,314.42119632528
Togo,TGO,1990,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,315.953651491172
Togo,TGO,1989,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,308.720864209325
Togo,TGO,1988,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,308.504666897629
Togo,TGO,1987,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,311.464253803409
Togo,TGO,1986,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,303.355569635666
Togo,TGO,1985,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,286.606486140587
Togo,TGO,1984,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,290.366135517579
Togo,TGO,1983,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,288.870672025403
Togo,TGO,1982,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,306.319786378482
Togo,TGO,1981,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,300.650538342798
Togo,TGO,1980,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,303.957281572012
Togo,TGO,1979,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,311.334315073944
Togo,TGO,1978,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,307.001287503414
Togo,TGO,1977,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,305.74367462232
Togo,TGO,1976,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,295.100151793391
Togo,TGO,1975,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,301.957724279525
Togo,TGO,1974,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,297.002500238876
Togo,TGO,1973,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,304.761329152151
Togo,TGO,1972,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,312.910221157789
Togo,TGO,1971,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,313.529130586339
Togo,TGO,2009,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,0.508477884982821
Togo,TGO,2015,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,0.151361467662999
Togo,TGO,2000,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,0.2010126934684
Togo,TGO,1990,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,0.312077110301502
Togo,TGO,2015,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,0.981711709759226
Togo,TGO,2000,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,1.24153793408852
Togo,TGO,1990,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,1.31784321051934
Togo,TGO,2015,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,1.13307317742222
Togo,TGO,2000,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,1.44255062755692
Togo,TGO,1990,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,1.62992032082084
Togo,TGO,2024,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.4680329526246
Togo,TGO,2023,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.2977560894452
Togo,TGO,2022,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.1834158476295
Togo,TGO,2021,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.111894412257
Togo,TGO,2020,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.0834721305878
Togo,TGO,2019,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.095304917791
Togo,TGO,2018,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.13804245616
Togo,TGO,2017,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.1999046808173
Togo,TGO,2016,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.2677212558612
Togo,TGO,2015,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.3389584892463
Togo,TGO,2014,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.4118528728864
Togo,TGO,2013,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.4879893354446
Togo,TGO,2012,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.5722567350765
Togo,TGO,2011,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.668830100424
Togo,TGO,2010,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.7807262881001
Togo,TGO,2009,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.8989707510762
Togo,TGO,2008,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,22.0433418351806
Togo,TGO,2007,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,22.1964066638829
Togo,TGO,2006,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,22.3598441970177
Togo,TGO,2005,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,22.4992818195024
Togo,TGO,2004,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.9551872831566
Togo,TGO,2003,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.421185637968
Togo,TGO,2002,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,20.8946933039044
Togo,TGO,2001,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,20.3829853514489
Togo,TGO,2000,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,19.9040006910456
Togo,TGO,1999,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,19.4568732202208
Togo,TGO,1998,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,19.0343871614242
Togo,TGO,1997,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,18.6226754115847
Togo,TGO,1996,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,18.2811837845631
Togo,TGO,1995,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,18.0428998429321
Togo,TGO,1994,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,17.9226557800963
Togo,TGO,1993,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,17.1075707797568
Togo,TGO,1992,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,16.1702156808233
Togo,TGO,1991,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,15.8182604554423
Togo,TGO,1990,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,15.4828958269824
Togo,TGO,1989,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,15.1619285210862
Togo,TGO,1988,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.8551280167184
Togo,TGO,1987,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.3966602397042
Togo,TGO,1986,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,13.95610763618
Togo,TGO,1985,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,13.5313771126657
Togo,TGO,1984,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,13.1388063682682
Togo,TGO,1983,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,12.775640812821
Togo,TGO,1982,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,12.4296879464226
Togo,TGO,1981,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,12.1023496843556
Togo,TGO,1980,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,11.7759836543195
Togo,TGO,1979,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,11.4231576693731
Togo,TGO,1978,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,11.0533829838578
Togo,TGO,1977,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,10.6811740208905
Togo,TGO,1976,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,10.3200929867207
Togo,TGO,1975,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,9.97194928032154
Togo,TGO,1974,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,9.64092906965634
Togo,TGO,1973,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,9.32729324238622
Togo,TGO,1972,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,9.03339798758403
Togo,TGO,1971,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,8.76592337453019
Togo,TGO,1970,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,8.53761159814378
Togo,TGO,1969,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,8.29895778574972
Togo,TGO,1968,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,8.08022782140018
Togo,TGO,1967,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,7.87783895906087
Togo,TGO,1966,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,7.66703170632672
Togo,TGO,1965,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,7.42313910402094
Togo,TGO,1964,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,7.13885685135075
Togo,TGO,1963,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,6.82306444156386
Togo,TGO,1962,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,6.50136558337503
Togo,TGO,1961,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,6.19010675291314
Togo,TGO,1960,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,5.67231084626833
Togo,TGO,2021,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2020,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2019,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2018,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2017,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2016,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2015,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2014,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2013,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2012,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2011,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2010,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2009,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2008,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2007,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2006,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2005,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.223
Togo,TGO,2004,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.205
Togo,TGO,2003,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.187
Togo,TGO,2002,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.169
Togo,TGO,2001,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1693333333
Togo,TGO,2000,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1696666667
Togo,TGO,1999,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1636153846
Togo,TGO,1998,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1575641026
Togo,TGO,1997,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1515128205
Togo,TGO,1996,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1454615385
Togo,TGO,1995,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1394102564
Togo,TGO,1994,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1333589744
Togo,TGO,1993,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1273076923
Togo,TGO,1992,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1212564103
Togo,TGO,1991,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1152051282
Togo,TGO,1990,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1091538462
Togo,TGO,1989,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1031025641
